date,state,fips,cases,deaths
2020-03-14,Alabama,1,6,0
2020-03-15,Alabama,1,11,0
2020-03-16,Alabama,1,6,0
2020-03-17,Alabama,1,10,0
2020-03-18,Alabama,1,12,0
2020-03-19,Alabama,1,27,0
2020-03-20,Alabama,1,28,0
2020-03-21,Alabama,1,25,0
2020-03-22,Alabama,1,26,0
2020-03-23,Alabama,1,39,0
2020-03-24,Alabama,1,46,0
2020-03-25,Alabama,1,144,1
2020-03-26,Alabama,1,152,2
2020-03-27,Alabama,1,101,1
2020-03-28,Alabama,1,81,0
2020-03-29,Alabama,1,110,1
2020-03-30,Alabama,1,117,6
2020-03-31,Alabama,1,52,3
2020-04-01,Alabama,1,109,14
2020-04-02,Alabama,1,162,4
2020-04-03,Alabama,1,265,6
2020-04-04,Alabama,1,97,6
2020-04-05,Alabama,1,208,1
2020-04-06,Alabama,1,165,8
2020-04-07,Alabama,1,192,11
2020-04-08,Alabama,1,301,3
2020-04-09,Alabama,1,340,11
2020-04-10,Alabama,1,170,2
2020-04-11,Alabama,1,254,13
2020-04-12,Alabama,1,321,0
2020-04-13,Alabama,1,222,11
2020-04-14,Alabama,1,148,10
2020-04-15,Alabama,1,288,9
2020-04-16,Alabama,1,163,14
2020-04-17,Alabama,1,168,14
2020-04-18,Alabama,1,151,-4
2020-04-19,Alabama,1,180,13
2020-04-20,Alabama,1,175,4
2020-04-21,Alabama,1,249,22
2020-04-22,Alabama,1,283,15
2020-04-23,Alabama,1,222,-4
2020-04-24,Alabama,1,194,12
2020-04-25,Alabama,1,187,4
2020-04-26,Alabama,1,208,6
2020-04-27,Alabama,1,118,9
2020-04-28,Alabama,1,211,14
2020-04-29,Alabama,1,175,20
2020-04-30,Alabama,1,143,10
2020-05-01,Alabama,1,226,17
2020-05-02,Alabama,1,317,-1
2020-05-03,Alabama,1,277,2
2020-05-04,Alabama,1,224,8
2020-05-05,Alabama,1,325,17
2020-05-06,Alabama,1,254,28
2020-05-07,Alabama,1,355,26
2020-05-08,Alabama,1,339,14
2020-05-09,Alabama,1,283,7
2020-05-10,Alabama,1,221,3
2020-05-11,Alabama,1,275,10
2020-05-12,Alabama,1,300,32
2020-05-13,Alabama,1,236,15
2020-05-14,Alabama,1,401,23
2020-05-15,Alabama,1,272,10
2020-05-16,Alabama,1,301,2
2020-05-17,Alabama,1,97,3
2020-05-18,Alabama,1,315,1
2020-05-19,Alabama,1,290,15
2020-05-20,Alabama,1,676,18
2020-05-21,Alabama,1,362,7
2020-05-22,Alabama,1,256,12
2020-05-23,Alabama,1,479,8
2020-05-24,Alabama,1,329,2
2020-05-25,Alabama,1,508,15
2020-05-26,Alabama,1,664,14
2020-05-27,Alabama,1,382,3
2020-05-28,Alabama,1,498,8
2020-05-29,Alabama,1,501,19
2020-05-30,Alabama,1,328,8
2020-05-31,Alabama,1,593,12
2020-06-01,Alabama,1,582,16
2020-06-02,Alabama,1,237,7
2020-06-03,Alabama,1,80,0
2020-06-04,Alabama,1,221,0
2020-06-05,Alabama,1,315,23
2020-06-06,Alabama,1,656,13
2020-06-07,Alabama,1,457,3
2020-06-08,Alabama,1,425,26
2020-06-09,Alabama,1,497,11
2020-06-10,Alabama,1,567,15
2020-06-11,Alabama,1,856,11
2020-06-12,Alabama,1,865,14
2020-06-13,Alabama,1,891,4
2020-06-14,Alabama,1,1014,0
2020-06-15,Alabama,1,657,1
2020-06-16,Alabama,1,640,11
2020-06-17,Alabama,1,400,5
2020-06-18,Alabama,1,894,20
2020-06-19,Alabama,1,796,12
2020-06-20,Alabama,1,547,16
2020-06-21,Alabama,1,472,1
2020-06-22,Alabama,1,433,2
2020-06-23,Alabama,1,643,23
2020-06-24,Alabama,1,967,27
2020-06-25,Alabama,1,1142,5
2020-06-26,Alabama,1,977,11
2020-06-27,Alabama,1,900,12
2020-06-28,Alabama,1,358,0
2020-06-29,Alabama,1,1734,10
2020-06-30,Alabama,1,870,21
2020-07-01,Alabama,1,917,22
2020-07-02,Alabama,1,1149,13
2020-07-03,Alabama,1,1754,21
2020-07-04,Alabama,1,997,1
2020-07-05,Alabama,1,1091,0
2020-07-06,Alabama,1,925,0
2020-07-07,Alabama,1,907,26
2020-07-08,Alabama,1,1177,25
2020-07-09,Alabama,1,2212,10
2020-07-10,Alabama,1,1334,36
2020-07-11,Alabama,1,1439,10
2020-07-12,Alabama,1,1640,7
2020-07-13,Alabama,1,1958,3
2020-07-14,Alabama,1,1710,40
2020-07-15,Alabama,1,1812,47
2020-07-16,Alabama,1,2021,19
2020-07-17,Alabama,1,2003,35
2020-07-18,Alabama,1,2143,21
2020-07-19,Alabama,1,1777,1
2020-07-20,Alabama,1,1880,4
2020-07-21,Alabama,1,1467,12
2020-07-22,Alabama,1,1455,61
2020-07-23,Alabama,1,2399,33
2020-07-24,Alabama,1,1793,41
2020-07-25,Alabama,1,2125,18
2020-07-26,Alabama,1,1164,17
2020-07-27,Alabama,1,1821,18
2020-07-28,Alabama,1,1251,0
2020-07-29,Alabama,1,1416,47
2020-07-30,Alabama,1,1980,27
2020-07-31,Alabama,1,1961,15
2020-08-01,Alabama,1,1626,23
2020-08-02,Alabama,1,2095,24
2020-08-03,Alabama,1,1217,6
2020-08-04,Alabama,1,1041,33
2020-08-05,Alabama,1,952,29
2020-08-06,Alabama,1,1938,19
2020-08-07,Alabama,1,1709,21
2020-08-08,Alabama,1,1872,20
2020-08-09,Alabama,1,1161,13
2020-08-10,Alabama,1,1686,29
2020-08-11,Alabama,1,831,50
2020-08-12,Alabama,1,935,35
2020-08-13,Alabama,1,771,8
2020-08-14,Alabama,1,752,3
2020-08-15,Alabama,1,1271,3
2020-08-16,Alabama,1,853,2
2020-08-17,Alabama,1,571,27
2020-08-18,Alabama,1,1357,11
2020-08-19,Alabama,1,1117,8
2020-08-20,Alabama,1,971,30
2020-08-21,Alabama,1,1183,22
2020-08-22,Alabama,1,900,15
2020-08-23,Alabama,1,528,2
2020-08-24,Alabama,1,1650,11
2020-08-25,Alabama,1,532,13
2020-08-26,Alabama,1,2012,8
2020-08-27,Alabama,1,1769,31
2020-08-28,Alabama,1,1162,31
2020-08-29,Alabama,1,1704,45
2020-08-30,Alabama,1,1346,10
2020-08-31,Alabama,1,823,20
2020-09-01,Alabama,1,1558,18
2020-09-02,Alabama,1,623,17
2020-09-03,Alabama,1,1046,16
2020-09-04,Alabama,1,1108,33
2020-09-05,Alabama,1,1410,9
2020-09-06,Alabama,1,511,1
2020-09-07,Alabama,1,659,0
2020-09-08,Alabama,1,633,1
2020-09-09,Alabama,1,811,8
2020-09-10,Alabama,1,1148,16
2020-09-11,Alabama,1,1138,32
2020-09-12,Alabama,1,943,17
2020-09-13,Alabama,1,1109,1
2020-09-14,Alabama,1,704,4
2020-09-15,Alabama,1,701,32
2020-09-16,Alabama,1,927,5
2020-09-17,Alabama,1,670,9
2020-09-18,Alabama,1,1106,27
2020-09-19,Alabama,1,1301,9
2020-09-20,Alabama,1,798,0
2020-09-21,Alabama,1,818,2
2020-09-22,Alabama,1,804,18
2020-09-23,Alabama,1,569,31
2020-09-24,Alabama,1,1053,18
2020-09-25,Alabama,1,2452,-15
2020-09-26,Alabama,1,933,10
2020-09-27,Alabama,1,730,1
2020-09-28,Alabama,1,662,-1
2020-09-29,Alabama,1,571,16
2020-09-30,Alabama,1,1147,23
2020-10-01,Alabama,1,1043,8
2020-10-02,Alabama,1,954,2
2020-10-03,Alabama,1,1682,8
2020-10-04,Alabama,1,789,0
2020-10-05,Alabama,1,544,1
2020-10-06,Alabama,1,764,21
2020-10-07,Alabama,1,941,21
2020-10-08,Alabama,1,557,36
2020-10-09,Alabama,1,1490,16
2020-10-10,Alabama,1,1061,11
2020-10-11,Alabama,1,816,0
2020-10-12,Alabama,1,734,1
2020-10-13,Alabama,1,1117,0
2020-10-14,Alabama,1,784,41
2020-10-15,Alabama,1,1185,50
2020-10-16,Alabama,1,1212,30
2020-10-17,Alabama,1,1288,2
2020-10-18,Alabama,1,964,0
2020-10-19,Alabama,1,859,1
2020-10-20,Alabama,1,1043,16
2020-10-21,Alabama,1,1146,23
2020-10-22,Alabama,1,1390,15
2020-10-23,Alabama,1,3852,16
2020-10-24,Alabama,1,2360,7
2020-10-25,Alabama,1,1079,0
2020-10-26,Alabama,1,967,0
2020-10-27,Alabama,1,1115,26
2020-10-28,Alabama,1,1269,19
2020-10-29,Alabama,1,1443,3
2020-10-30,Alabama,1,1347,18
2020-10-31,Alabama,1,1789,35
2020-11-01,Alabama,1,1700,6
2020-11-02,Alabama,1,907,0
2020-11-03,Alabama,1,1037,14
2020-11-04,Alabama,1,1848,19
2020-11-05,Alabama,1,1381,20
2020-11-06,Alabama,1,1556,23
2020-11-07,Alabama,1,1768,33
2020-11-08,Alabama,1,1205,2
2020-11-09,Alabama,1,1170,0
2020-11-10,Alabama,1,1710,36
2020-11-11,Alabama,1,2070,81
2020-11-12,Alabama,1,2000,12
2020-11-13,Alabama,1,2980,18
2020-11-14,Alabama,1,2226,15
2020-11-15,Alabama,1,1979,2
2020-11-16,Alabama,1,1410,1
2020-11-17,Alabama,1,1616,52
2020-11-18,Alabama,1,2638,46
2020-11-19,Alabama,1,2424,72
2020-11-20,Alabama,1,2463,32
2020-11-21,Alabama,1,2335,6
2020-11-22,Alabama,1,1798,0
2020-11-23,Alabama,1,1574,2
2020-11-24,Alabama,1,2785,13
2020-11-25,Alabama,1,2453,60
2020-11-26,Alabama,1,2639,40
2020-11-27,Alabama,1,917,0
2020-11-28,Alabama,1,2119,0
2020-11-29,Alabama,1,2236,5
2020-11-30,Alabama,1,2295,1
2020-12-01,Alabama,1,3376,60
2020-12-02,Alabama,1,3928,73
2020-12-03,Alabama,1,3531,65
2020-12-04,Alabama,1,3840,55
2020-12-05,Alabama,1,3390,46
2020-12-06,Alabama,1,2288,12
2020-12-07,Alabama,1,2352,3
2020-12-08,Alabama,1,4436,50
2020-12-09,Alabama,1,3522,43
2020-12-10,Alabama,1,4735,49
2020-12-11,Alabama,1,3853,52
2020-12-12,Alabama,1,4066,16
2020-12-13,Alabama,1,2790,0
2020-12-14,Alabama,1,2264,0
2020-12-15,Alabama,1,3638,22
2020-12-16,Alabama,1,4107,74
2020-12-17,Alabama,1,4695,56
2020-12-18,Alabama,1,5348,42
2020-12-19,Alabama,1,4221,93
2020-12-20,Alabama,1,2548,0
2020-12-21,Alabama,1,2380,0
2020-12-22,Alabama,1,4979,63
2020-12-23,Alabama,1,4758,135
2020-12-24,Alabama,1,4232,89
2020-12-25,Alabama,1,3625,4
2020-12-26,Alabama,1,1032,5
2020-12-27,Alabama,1,2170,6
2020-12-28,Alabama,1,2269,21
2020-12-29,Alabama,1,3907,25
2020-12-30,Alabama,1,5016,37
2020-12-31,Alabama,1,4406,53
2021-01-01,Alabama,1,4521,45
2021-01-02,Alabama,1,3711,0
2021-01-03,Alabama,1,2476,1
2021-01-04,Alabama,1,2161,5
2021-01-05,Alabama,1,5498,8
2021-01-06,Alabama,1,4591,108
2021-01-07,Alabama,1,5046,86
2021-01-08,Alabama,1,5057,111
2021-01-09,Alabama,1,4863,108
2021-01-10,Alabama,1,2750,35
2021-01-11,Alabama,1,2100,13
2021-01-12,Alabama,1,3848,226
2021-01-13,Alabama,1,3147,187
2021-01-14,Alabama,1,3588,185
2021-01-15,Alabama,1,2945,85
2021-01-16,Alabama,1,3153,89
2021-01-17,Alabama,1,1917,1
2021-01-18,Alabama,1,1430,1
2021-01-19,Alabama,1,2515,5
2021-01-20,Alabama,1,3112,157
2021-01-21,Alabama,1,2881,96
2021-01-22,Alabama,1,3551,107
2021-01-23,Alabama,1,3355,171
2021-01-24,Alabama,1,1728,3
2021-01-25,Alabama,1,1839,2
2021-01-26,Alabama,1,2900,234
2021-01-27,Alabama,1,3177,276
2021-01-28,Alabama,1,3648,168
2021-01-29,Alabama,1,2848,226
2021-01-30,Alabama,1,0,0
2021-01-31,Alabama,1,4057,122
2021-02-01,Alabama,1,1221,0
2021-02-02,Alabama,1,2078,206
2021-02-03,Alabama,1,2118,309
2021-02-04,Alabama,1,2767,162
2021-02-05,Alabama,1,1496,84
2021-02-06,Alabama,1,1992,64
2021-02-07,Alabama,1,1112,2
2021-02-08,Alabama,1,925,8
2021-02-09,Alabama,1,1318,56
2021-02-10,Alabama,1,1401,309
2021-02-11,Alabama,1,1503,133
2021-02-12,Alabama,1,1097,159
2021-02-13,Alabama,1,1189,62
2021-02-14,Alabama,1,1075,0
2021-02-15,Alabama,1,674,2
2021-02-16,Alabama,1,883,13
2021-02-17,Alabama,1,679,89
2021-02-18,Alabama,1,1198,78
2021-02-19,Alabama,1,847,149
2021-02-20,Alabama,1,774,17
2021-02-21,Alabama,1,857,2
2021-02-22,Alabama,1,677,0
2021-02-23,Alabama,1,1453,68
2021-02-24,Alabama,1,1247,84
2021-02-25,Alabama,1,890,87
2021-02-26,Alabama,1,739,38
2021-02-27,Alabama,1,834,61
2021-02-28,Alabama,1,569,-1
2021-03-01,Alabama,1,517,2
2021-03-02,Alabama,1,652,60
2021-03-03,Alabama,1,2733,38
2021-03-04,Alabama,1,922,65
2021-03-05,Alabama,1,811,28
2021-03-06,Alabama,1,524,27
2021-03-07,Alabama,1,408,-1
2021-03-08,Alabama,1,273,0
2021-03-09,Alabama,1,524,38
2021-03-10,Alabama,1,782,36
2021-03-11,Alabama,1,865,52
2021-03-12,Alabama,1,448,25
2021-03-13,Alabama,1,594,28
2021-03-14,Alabama,1,368,0
2021-03-15,Alabama,1,4556,2
2021-03-16,Alabama,1,488,8
2021-03-17,Alabama,1,759,26
2021-03-18,Alabama,1,572,28
2021-03-19,Alabama,1,531,34
2021-03-20,Alabama,1,508,11
2021-03-21,Alabama,1,373,0
2021-03-22,Alabama,1,319,0
2021-03-23,Alabama,1,10,14
2021-03-24,Alabama,1,922,37
2021-03-25,Alabama,1,427,17
2021-03-26,Alabama,1,442,19
2021-03-27,Alabama,1,492,3
2021-03-28,Alabama,1,319,0
2021-03-29,Alabama,1,228,0
2021-03-30,Alabama,1,361,1
2021-03-31,Alabama,1,408,27
2021-04-01,Alabama,1,478,-1
2021-04-02,Alabama,1,400,54
2021-04-03,Alabama,1,349,30
2021-04-04,Alabama,1,194,0
2021-04-05,Alabama,1,109,1
2021-04-06,Alabama,1,196,14
2021-04-07,Alabama,1,338,0
2021-04-08,Alabama,1,464,23
2021-04-09,Alabama,1,318,11
2021-04-10,Alabama,1,354,26
2021-04-11,Alabama,1,311,0
2021-04-12,Alabama,1,172,0
2021-04-13,Alabama,1,1432,10
2021-04-14,Alabama,1,277,6
2021-04-15,Alabama,1,421,8
2021-04-16,Alabama,1,422,3
2021-04-17,Alabama,1,508,51
2021-04-18,Alabama,1,270,0
2021-04-19,Alabama,1,111,0
2021-04-20,Alabama,1,1443,8
2021-04-21,Alabama,1,412,9
2021-04-22,Alabama,1,682,17
2021-04-23,Alabama,1,428,16
2021-04-24,Alabama,1,421,11
2021-04-25,Alabama,1,233,0
2021-04-26,Alabama,1,217,1
2021-04-27,Alabama,1,359,2
2021-04-28,Alabama,1,376,25
2021-04-29,Alabama,1,430,8
2021-04-30,Alabama,1,409,9
2021-05-01,Alabama,1,387,17
2021-05-02,Alabama,1,288,0
2021-05-03,Alabama,1,187,0
2021-05-04,Alabama,1,0,0
2021-05-05,Alabama,1,662,17
2021-05-06,Alabama,1,565,16
2021-05-07,Alabama,1,314,20
2021-05-08,Alabama,1,419,12
2021-05-09,Alabama,1,244,0
2021-05-10,Alabama,1,106,0
2021-05-11,Alabama,1,310,7
2021-05-12,Alabama,1,347,12
2021-05-13,Alabama,1,1144,4
2021-05-14,Alabama,1,4918,23
2021-05-15,Alabama,1,2016,14
2021-05-16,Alabama,1,254,0
2021-05-17,Alabama,1,184,0
2021-05-18,Alabama,1,336,5
2021-05-19,Alabama,1,288,2
2021-05-20,Alabama,1,339,32
2021-05-21,Alabama,1,443,3
2021-05-22,Alabama,1,255,32
2021-05-23,Alabama,1,196,0
2021-05-24,Alabama,1,132,0
2021-05-25,Alabama,1,306,12
2021-05-26,Alabama,1,269,14
2021-05-27,Alabama,1,346,2
2021-05-28,Alabama,1,228,6
2021-05-29,Alabama,1,0,0
2021-05-30,Alabama,1,0,0
2021-05-31,Alabama,1,0,0
2021-06-01,Alabama,1,640,10
2021-06-02,Alabama,1,553,11
2021-06-03,Alabama,1,430,21
2021-06-04,Alabama,1,557,10
2021-06-05,Alabama,1,0,0
2021-06-06,Alabama,1,0,0
2021-06-07,Alabama,1,739,19
2021-06-08,Alabama,1,216,3
2021-06-09,Alabama,1,305,29
2021-06-10,Alabama,1,290,3
2021-06-11,Alabama,1,188,14
2021-06-12,Alabama,1,0,0
2021-06-13,Alabama,1,0,0
2021-06-14,Alabama,1,550,8
2021-06-15,Alabama,1,290,7
2021-06-16,Alabama,1,160,7
2021-06-17,Alabama,1,0,0
2021-06-18,Alabama,1,334,18
2021-06-19,Alabama,1,0,0
2021-06-20,Alabama,1,0,0
2021-06-21,Alabama,1,356,5
2021-06-22,Alabama,1,0,0
2021-06-23,Alabama,1,381,17
2021-06-24,Alabama,1,0,0
2021-06-25,Alabama,1,540,8
2021-06-26,Alabama,1,0,0
2021-06-27,Alabama,1,0,0
2021-06-28,Alabama,1,517,2
2021-06-29,Alabama,1,0,0
2021-06-30,Alabama,1,532,14
2021-07-01,Alabama,1,0,0
2021-07-02,Alabama,1,315,6
2021-07-03,Alabama,1,0,0
2021-07-04,Alabama,1,0,0
2021-07-05,Alabama,1,0,0
2021-07-06,Alabama,1,0,0
2021-07-07,Alabama,1,1613,29
2021-07-08,Alabama,1,0,0
2021-07-09,Alabama,1,1160,11
2021-07-10,Alabama,1,534,4
2021-07-11,Alabama,1,0,0
2021-07-12,Alabama,1,610,0
2021-07-13,Alabama,1,0,0
2021-07-14,Alabama,1,1398,26
2021-07-15,Alabama,1,965,11
2021-07-16,Alabama,1,999,3
2021-07-17,Alabama,1,901,1
2021-07-18,Alabama,1,724,0
2021-07-19,Alabama,1,718,0
2021-07-20,Alabama,1,1391,17
2021-07-21,Alabama,1,1632,2
2021-07-22,Alabama,1,1567,6
2021-07-23,Alabama,1,1733,4
2021-07-24,Alabama,1,1888,11
2021-07-25,Alabama,1,1536,0
2021-07-26,Alabama,1,1403,0
2021-07-27,Alabama,1,2667,9
2021-07-28,Alabama,1,2726,18
2021-07-29,Alabama,1,2730,6
2021-07-30,Alabama,1,0,0
2021-07-31,Alabama,1,5414,20
2021-08-01,Alabama,1,1798,0
2021-08-02,Alabama,1,1705,0
2021-08-03,Alabama,1,3307,6
2021-08-04,Alabama,1,3399,19
2021-08-05,Alabama,1,3817,13
2021-08-06,Alabama,1,3685,26
2021-08-07,Alabama,1,3891,24
2021-08-08,Alabama,1,0,0
2021-08-09,Alabama,1,4877,1
2021-08-10,Alabama,1,3815,23
2021-08-11,Alabama,1,3851,41
2021-08-12,Alabama,1,4167,35
2021-08-13,Alabama,1,3986,41
2021-08-14,Alabama,1,0,0
2021-08-15,Alabama,1,6992,33
2021-08-16,Alabama,1,2466,1
2021-08-17,Alabama,1,4023,33
2021-08-18,Alabama,1,4465,40
2021-08-19,Alabama,1,3890,42
2021-08-20,Alabama,1,3799,28
2021-08-21,Alabama,1,6210,58
2021-08-22,Alabama,1,3315,0
2021-08-23,Alabama,1,2588,0
2021-08-24,Alabama,1,0,0
2021-08-25,Alabama,1,0,0
2021-08-26,Alabama,1,11142,103
2021-08-27,Alabama,1,5033,50
2021-08-28,Alabama,1,6190,66
2021-08-29,Alabama,1,3433,3
2021-08-30,Alabama,1,3072,0
2021-08-31,Alabama,1,5206,61
2021-09-01,Alabama,1,4691,8
2021-09-02,Alabama,1,5312,39
2021-09-03,Alabama,1,5128,64
2021-09-04,Alabama,1,4420,20
2021-09-05,Alabama,1,2842,1
2021-09-06,Alabama,1,2566,1
2021-09-07,Alabama,1,2672,4
2021-09-08,Alabama,1,4791,68
2021-09-09,Alabama,1,4367,64
2021-09-10,Alabama,1,4800,53
2021-09-11,Alabama,1,4494,68
2021-09-12,Alabama,1,1794,3
2021-09-13,Alabama,1,2692,2
2021-09-14,Alabama,1,3944,40
2021-09-15,Alabama,1,3651,66
2021-09-16,Alabama,1,3972,72
2021-09-17,Alabama,1,2974,192
2021-09-18,Alabama,1,3462,161
2021-09-19,Alabama,1,2090,1
2021-09-20,Alabama,1,1920,0
2021-09-21,Alabama,1,3220,250
2021-09-22,Alabama,1,3018,205
2021-09-23,Alabama,1,3366,133
2021-09-24,Alabama,1,2569,123
2021-09-25,Alabama,1,2937,101
2021-09-26,Alabama,1,1633,0
2021-09-27,Alabama,1,1594,3
2021-09-28,Alabama,1,1984,130
2021-09-29,Alabama,1,2141,45
2021-09-30,Alabama,1,1702,99
2021-10-01,Alabama,1,1845,94
2021-10-02,Alabama,1,1480,76
2021-10-03,Alabama,1,892,1
2021-10-04,Alabama,1,736,1
2021-10-05,Alabama,1,1549,71
2021-10-06,Alabama,1,1272,70
2021-10-07,Alabama,1,1262,63
2021-10-08,Alabama,1,1049,81
2021-10-09,Alabama,1,919,101
2021-10-10,Alabama,1,653,1
2021-10-11,Alabama,1,467,1
2021-10-12,Alabama,1,886,10
2021-10-13,Alabama,1,1016,111
2021-10-14,Alabama,1,1050,121
2021-10-15,Alabama,1,1143,41
2021-10-16,Alabama,1,787,37
2021-10-17,Alabama,1,544,0
2021-10-18,Alabama,1,338,0
2021-10-19,Alabama,1,961,84
2021-10-20,Alabama,1,665,48
2021-10-21,Alabama,1,1065,9
2021-10-22,Alabama,1,1598,58
2021-10-23,Alabama,1,945,28
2021-10-24,Alabama,1,414,1
2021-10-25,Alabama,1,301,0
2021-10-26,Alabama,1,943,17
2021-10-27,Alabama,1,7393,8
2021-10-28,Alabama,1,2141,52
2021-10-29,Alabama,1,376,48
2021-10-30,Alabama,1,488,41
2021-10-31,Alabama,1,394,0
2021-11-01,Alabama,1,217,0
2021-11-02,Alabama,1,745,56
2021-11-03,Alabama,1,484,47
2021-11-04,Alabama,1,1089,58
2021-11-05,Alabama,1,575,52
2021-11-06,Alabama,1,583,48
2021-11-07,Alabama,1,292,0
2021-11-08,Alabama,1,223,0
2021-11-09,Alabama,1,995,45
2021-11-10,Alabama,1,178,38
2021-11-11,Alabama,1,686,17
2021-11-12,Alabama,1,722,0
2021-11-13,Alabama,1,600,47
2021-11-14,Alabama,1,259,0
2021-11-15,Alabama,1,258,0
2021-11-16,Alabama,1,542,18
2021-11-17,Alabama,1,496,26
2021-11-18,Alabama,1,492,18
2021-11-19,Alabama,1,473,20
2021-11-20,Alabama,1,680,10
2021-11-21,Alabama,1,272,0
2021-11-22,Alabama,1,253,0
2021-11-23,Alabama,1,619,13
2021-11-24,Alabama,1,416,16
2021-11-25,Alabama,1,398,13
2021-11-26,Alabama,1,0,0
2021-11-27,Alabama,1,357,0
2021-11-28,Alabama,1,157,0
2021-11-29,Alabama,1,176,1
2021-11-30,Alabama,1,477,3
2021-12-01,Alabama,1,536,24
2021-12-02,Alabama,1,767,14
2021-12-03,Alabama,1,595,15
2021-12-04,Alabama,1,478,13
2021-12-05,Alabama,1,361,0
2021-12-06,Alabama,1,281,0
2021-12-07,Alabama,1,630,14
2021-12-08,Alabama,1,687,4
2021-12-09,Alabama,1,549,0
2021-12-10,Alabama,1,592,40
2021-12-11,Alabama,1,713,22
2021-12-12,Alabama,1,330,0
2021-12-13,Alabama,1,294,0
2021-12-14,Alabama,1,1655,20
2021-12-15,Alabama,1,647,19
2021-12-16,Alabama,1,816,16
2021-12-17,Alabama,1,908,23
2021-12-18,Alabama,1,692,10
2021-12-19,Alabama,1,552,0
2021-12-20,Alabama,1,552,0
2021-12-21,Alabama,1,1254,15
2021-12-22,Alabama,1,1460,12
2021-12-23,Alabama,1,2060,22
2021-12-24,Alabama,1,2466,16
2021-12-25,Alabama,1,2449,0
2021-12-26,Alabama,1,863,0
2021-12-27,Alabama,1,1679,0
2021-12-28,Alabama,1,3705,18
2020-03-12,Alaska,2,1,0
2020-03-13,Alaska,2,0,0
2020-03-14,Alaska,2,0,0
2020-03-15,Alaska,2,0,0
2020-03-16,Alaska,2,2,0
2020-03-17,Alaska,2,3,0
2020-03-18,Alaska,2,3,0
2020-03-19,Alaska,2,3,0
2020-03-20,Alaska,2,2,0
2020-03-21,Alaska,2,7,0
2020-03-22,Alaska,2,1,0
2020-03-23,Alaska,2,14,0
2020-03-24,Alaska,2,6,0
2020-03-25,Alaska,2,17,0
2020-03-26,Alaska,2,10,0
2020-03-27,Alaska,2,16,1
2020-03-28,Alaska,2,17,0
2020-03-29,Alaska,2,12,1
2020-03-30,Alaska,2,6,0
2020-03-31,Alaska,2,13,0
2020-04-01,Alaska,2,10,0
2020-04-02,Alaska,2,3,0
2020-04-03,Alaska,2,10,0
2020-04-04,Alaska,2,13,1
2020-04-05,Alaska,2,14,1
2020-04-06,Alaska,2,6,0
2020-04-07,Alaska,2,22,0
2020-04-08,Alaska,2,13,1
2020-04-09,Alaska,2,9,0
2020-04-10,Alaska,2,11,0
2020-04-11,Alaska,2,11,1
2020-04-12,Alaska,2,15,0
2020-04-13,Alaska,2,5,0
2020-04-14,Alaska,2,8,1
2020-04-15,Alaska,2,8,0
2020-04-16,Alaska,2,7,0
2020-04-17,Alaska,2,9,0
2020-04-18,Alaska,2,5,0
2020-04-19,Alaska,2,5,0
2020-04-20,Alaska,2,2,0
2020-04-21,Alaska,2,8,0
2020-04-22,Alaska,2,6,0
2020-04-23,Alaska,2,2,0
2020-04-24,Alaska,2,2,0
2020-04-25,Alaska,2,0,0
2020-04-26,Alaska,2,2,0
2020-04-27,Alaska,2,4,0
2020-04-28,Alaska,2,6,0
2020-04-29,Alaska,2,4,0
2020-04-30,Alaska,2,0,0
2020-05-01,Alaska,2,9,0
2020-05-02,Alaska,2,1,0
2020-05-03,Alaska,2,3,0
2020-05-04,Alaska,2,2,0
2020-05-05,Alaska,2,1,0
2020-05-06,Alaska,2,1,1
2020-05-07,Alaska,2,3,0
2020-05-08,Alaska,2,3,0
2020-05-09,Alaska,2,1,0
2020-05-10,Alaska,2,1,0
2020-05-11,Alaska,2,2,0
2020-05-12,Alaska,2,3,0
2020-05-13,Alaska,2,0,0
2020-05-14,Alaska,2,4,0
2020-05-15,Alaska,2,1,0
2020-05-16,Alaska,2,4,0
2020-05-17,Alaska,2,4,0
2020-05-18,Alaska,2,3,0
2020-05-19,Alaska,2,0,0
2020-05-20,Alaska,2,3,0
2020-05-21,Alaska,2,0,0
2020-05-22,Alaska,2,2,0
2020-05-23,Alaska,2,5,0
2020-05-24,Alaska,2,0,0
2020-05-25,Alaska,2,3,0
2020-05-26,Alaska,2,4,0
2020-05-27,Alaska,2,1,0
2020-05-28,Alaska,2,13,0
2020-05-29,Alaska,2,6,0
2020-05-30,Alaska,2,5,0
2020-05-31,Alaska,2,28,0
2020-06-01,Alaska,2,7,0
2020-06-02,Alaska,2,21,0
2020-06-03,Alaska,2,19,0
2020-06-04,Alaska,2,26,0
2020-06-05,Alaska,2,23,0
2020-06-06,Alaska,2,14,0
2020-06-07,Alaska,2,9,0
2020-06-08,Alaska,2,19,0
2020-06-09,Alaska,2,13,1
2020-06-10,Alaska,2,22,0
2020-06-11,Alaska,2,24,0
2020-06-12,Alaska,2,22,1
2020-06-13,Alaska,2,34,0
2020-06-14,Alaska,2,12,0
2020-06-15,Alaska,2,4,0
2020-06-16,Alaska,2,13,0
2020-06-17,Alaska,2,25,0
2020-06-18,Alaska,2,19,0
2020-06-19,Alaska,2,26,0
2020-06-20,Alaska,2,24,0
2020-06-21,Alaska,2,14,0
2020-06-22,Alaska,2,10,0
2020-06-23,Alaska,2,36,0
2020-06-24,Alaska,2,21,0
